OrderID,OrderDate,Customer,Region,Segment,Category,Sub-Category,ProductName,Price,Quantity,Discount,Sales,Profit,ShippingMode,State
ORD-110269,2/24/2021,Skyler Davis,South,Corporate,Furniture,Chairs,Chairs - Model 492,89,5,0,445,165.36,Second Class,New York
ORD-107313,11/11/2020,Lee Rodriguez,South,Home Office,Office Supplies,Storage,Storage - Model 922,1,4,0,4,-9.09,First Class,Texas
ORD-109190,6/28/2024,Alex Miller,South,Consumer,Office Supplies,Binders,Binders - Model 324,1,8,0,8,-29.6,First Class,Texas
ORD-103070,5/8/2022,Casey Rodriguez,East,Corporate,Technology,Machines,Machines - Model 730,166.1,3,0,498.3,160.09,Standard Class,California
ORD-107708,6/23/2021,Casey Garcia,North,Home Office,Furniture,Furnishings,Furnishings - Model 386,48.25,5,0.1,217.12,58.94,Same Day,Georgia
ORD-103798,5/12/2020,Riley Williams,West,Home Office,Furniture,Tables,Tables - Model 310,11.88,3,0,35.64,-18.56,Second Class,California
ORD-111516,11/25/2020,Riley Brown,West,Corporate,Office Supplies,Binders,Binders - Model 569,92.64,5,0,463.2,195.44,Standard Class,California
ORD-105632,5/24/2020,Morgan Garcia,East,Home Office,Office Supplies,Writing,Writing - Model 636,67.27,5,0,336.35,169.43,Standard Class,California
ORD-107965,1/23/2020,Casey Johnson,East,Consumer,Furniture,Chairs,Chairs - Model 451,4.13,4,0,16.52,20.76,Second Class,Georgia
ORD-100749,11/16/2021,Chris Brown,North,Home Office,Office Supplies,Storage,Storage - Model 200,1,4,0,4,-4.74,Same Day,Illinois
ORD-109428,1/31/2021,Jamie Miller,East,Corporate,Office Supplies,Binders,Binders - Model 656,50.89,1,0.1,45.8,17.24,Standard Class,North Carolina
ORD-102447,5/31/2020,Casey Rodriguez,East,Corporate,Office Supplies,Storage,Storage - Model 773,29.03,5,0,145.15,46.8,Second Class,California
ORD-102709,8/31/2020,Jordan Smith,South,Home Office,Furniture,Tables,Tables - Model 727,75.25,3,0,225.75,78.49,First Class,Georgia
ORD-109553,12/11/2021,Casey Garcia,South,Corporate,Office Supplies,Writing,Writing - Model 961,6.99,3,0,20.97,53.55,First Class,Illinois
ORD-101732,6/8/2021,Jamie Davis,West,Home Office,Technology,Machines,Machines - Model 122,60.93,6,0.15,310.74,60.26,Second Class,Georgia
ORD-107275,12/26/2023,Kim Davis,Central,Consumer,Office Supplies,Binders,Binders - Model 873,1,5,0,5,36.01,Second Class,Florida
ORD-101479,2/4/2021,Skyler Johnson,West,Corporate,Technology,Machines,Machines - Model 399,46.23,2,0,92.46,36.2,Second Class,Georgia
ORD-109406,7/4/2020,Skyler Miller,West,Consumer,Technology,Copiers,Copiers - Model 472,93.67,4,0,374.68,156.33,First Class,Texas
ORD-104058,3/24/2024,Sam Rodriguez,East,Home Office,Office Supplies,Storage,Storage - Model 319,1,4,0,4,-11.19,Second Class,North Carolina
ORD-105952,12/28/2022,Jordan Brown,North,Consumer,Furniture,Chairs,Chairs - Model 459,111.69,6,0,670.14,296.9,Second Class,New York
ORD-102034,10/18/2021,Taylor Miller,North,Consumer,Office Supplies,Writing,Writing - Model 908,1,4,0,4,8.43,First Class,Pennsylvania
ORD-104102,7/10/2021,Pat Smith,North,Corporate,Office Supplies,Binders,Binders - Model 546,1,4,0,4,32.92,Standard Class,California
ORD-110881,2/28/2020,Skyler Wilson,North,Consumer,Office Supplies,Writing,Writing - Model 543,70.14,3,0,210.42,69.19,First Class,Ohio
ORD-104176,9/3/2021,Skyler Jones,South,Home Office,Office Supplies,Writing,Writing - Model 958,1,6,0,6,-12.19,Standard Class,North Carolina
ORD-108484,6/11/2022,Lee Garcia,South,Corporate,Technology,Machines,Machines - Model 520,73.68,2,0.1,132.62,83.64,Standard Class,Florida
ORD-110195,1/28/2025,Jamie Rodriguez,South,Consumer,Office Supplies,Writing,Writing - Model 662,35.85,3,0,107.55,45.61,Standard Class,Texas
ORD-102218,12/14/2023,Sam Garcia,North,Consumer,Furniture,Bookcases,Bookcases - Model 650,64.34,3,0,193.02,62.16,First Class,Florida
ORD-102998,8/27/2020,Jordan Jones,North,Home Office,Office Supplies,Writing,Writing - Model 410,38.92,5,0.05,184.87,81.29,First Class,California
ORD-102698,11/7/2022,Robin Davis,South,Consumer,Furniture,Chairs,Chairs - Model 255,84.4,2,0.1,151.92,63.07,Same Day,New York
ORD-109568,4/24/2021,Riley Williams,East,Corporate,Office Supplies,Paper,Paper - Model 670,49.56,2,0,99.12,28.86,Second Class,California
ORD-102633,5/7/2020,Robin Garcia,West,Home Office,Office Supplies,Storage,Storage - Model 192,13.5,10,0,135,36.92,Standard Class,Texas
ORD-100047,5/28/2021,Skyler Rodriguez,East,Corporate,Technology,Phones,Phones - Model 378,167.17,6,0,1003.02,437.17,Same Day,North Carolina
ORD-107698,10/22/2020,Sam Johnson,South,Corporate,Office Supplies,Writing,Writing - Model 219,45.61,6,0.15,232.61,72.75,Second Class,New York
ORD-109385,1/4/2024,Chris Wilson,West,Corporate,Office Supplies,Binders,Binders - Model 180,1,2,0,2,14.64,Standard Class,Ohio
ORD-110166,1/14/2021,Jamie Brown,East,Corporate,Furniture,Bookcases,Bookcases - Model 139,1,4,0,4,-7.15,First Class,Michigan
ORD-105743,3/1/2029,Jordan Brown,East,Consumer,Technology,Machines,Machines - Model 123,134.55,2,0.05,255.64,93.93,Second Class,Ohio
ORD-100468,6/26/2020,Taylor Brown,West,Corporate,Office Supplies,Paper,Paper - Model 297,70.3,2,0,140.6,51.82,Standard Class,California
ORD-103858,12/27/2020,Morgan Garcia,North,Consumer,Furniture,Bookcases,Bookcases - Model 670,130.42,4,0,521.68,222.55,Second Class,New York
ORD-110062,9/4/2021,Skyler Miller,Central,Consumer,Furniture,Tables,Tables - Model 513,194.57,2,0.1,350.23,142.51,Same Day,New York
ORD-105389,10/25/2023,Skyler Garcia,South,Home Office,Furniture,Bookcases,Bookcases - Model 236,1,3,0,3,-1.93,Same Day,Texas
ORD-107434,1/17/2020,Riley Johnson,North,Home Office,Office Supplies,Paper,Paper - Model 346,90.84,5,0,454.2,179.57,Second Class,Pennsylvania
ORD-111408,5/8/2021,Lee Garcia,North,Corporate,Office Supplies,Storage,Storage - Model 317,1,3,0,3,-21.25,Same Day,New York
ORD-108626,8/15/2020,Lee Jones,West,Corporate,Technology,Accessories,Accessories - Model 518,103.01,4,0.15,350.23,101.48,First Class,Texas
ORD-103887,12/7/2021,Pat Garcia,North,Home Office,Office Supplies,Binders,Binders - Model 313,1,5,0,5,-4.82,Second Class,Ohio
ORD-107305,9/11/2024,Jamie Rodriguez,Central,Consumer,Office Supplies,Storage,Storage - Model 691,83.45,1,0,83.45,27.01,Same Day,Texas
ORD-103949,7/5/2020,Taylor Davis,North,Home Office,Technology,Phones,Phones - Model 723,59.56,3,0,178.68,112,Second Class,Florida
ORD-111469,9/26/2023,Alex Wilson,North,Home Office,Office Supplies,Writing,Writing - Model 808,1,4,0,4,2.85,Second Class,North Carolina
ORD-109198,3/5/2022,Morgan Davis,South,Home Office,Office Supplies,Paper,Paper - Model 708,1,3,0,3,10.23,Same Day,New York
ORD-101022,12/12/2024,Skyler Miller,North,Corporate,Technology,Machines,Machines - Model 776,33.4,3,0,100.2,37.22,Standard Class,Ohio
ORD-103181,8/26/2020,Lee Miller,South,Home Office,Furniture,Furnishings,Furnishings - Model 394,101.34,3,0,304.02,112.78,First Class,California
ORD-105050,6/3/2020,Alex Johnson,West,Corporate,Office Supplies,Paper,Paper - Model 960,1,2,0,2,20.89,Same Day,New York
ORD-103889,12/27/2020,Chris Miller,South,Corporate,Technology,Phones,Phones - Model 257,168.58,2,0,337.16,128.62,Same Day,California
ORD-106779,2/9/2020,Riley Johnson,East,Home Office,Technology,Machines,Machines - Model 530,134.62,2,0.05,255.78,104.45,Second Class,Georgia
ORD-100245,1/18/2025,Dana Brown,West,Consumer,Furniture,Tables,Tables - Model 649,34.05,5,0.05,161.74,68.71,Second Class,Florida
ORD-104226,11/13/2020,Pat Rodriguez,West,Consumer,Furniture,Furnishings,Furnishings - Model 222,170.44,2,0,340.88,118.41,First Class,Illinois
ORD-108113,2/1/2022,Chris Wilson,North,Consumer,Office Supplies,Writing,Writing - Model 712,33.39,3,0,100.17,33.55,Second Class,Michigan
ORD-103562,2/11/2020,Skyler Rodriguez,Central,Corporate,Technology,Machines,Machines - Model 330,115.23,7,0.1,725.95,235.47,Standard Class,Ohio
ORD-103467,2/10/2022,Jamie Jones,West,Corporate,Office Supplies,Storage,Storage - Model 719,28.82,4,0,115.28,79.74,Standard Class,Pennsylvania
ORD-109688,12/4/2020,Alex Williams,Central,Consumer,Office Supplies,Storage,Storage - Model 562,1,3,0.15,2.55,6.28,First Class,California
ORD-110765,11/28/2021,Robin Williams,West,Corporate,Office Supplies,Writing,Writing - Model 362,63.01,4,0,252.04,115.54,Standard Class,Texas
ORD-104879,5/1/2023,Lee Brown,South,Corporate,Office Supplies,Storage,Storage - Model 453,89.93,2,0,179.86,28.09,Same Day,Michigan
ORD-107722,1/4/2020,Jamie Wilson,South,Corporate,Office Supplies,Writing,Writing - Model 654,1,4,0.1,3.6,13.1,First Class,Pennsylvania
ORD-111549,11/12/2025,Sam Rodriguez,West,Consumer,Office Supplies,Writing,Writing - Model 493,125.26,6,0,751.56,282.15,Standard Class,Pennsylvania
ORD-111470,2/12/2020,Lee Jones,Central,Consumer,Office Supplies,Binders,Binders - Model 876,1,4,0.15,3.4,12.25,Standard Class,New York
ORD-107601,5/16/2020,Riley Jones,East,Corporate,Furniture,Chairs,Chairs - Model 678,22.98,9,0,206.82,75.35,Second Class,North Carolina
ORD-109239,3/30/2022,Taylor Johnson,East,Corporate,Office Supplies,Writing,Writing - Model 996,62.9,3,0,188.7,95.01,Second Class,Illinois
ORD-108598,5/29/2021,Sam Garcia,South,Corporate,Technology,Phones,Phones - Model 975,115.93,1,0,115.93,59.62,Same Day,California
ORD-111937,1/11/2021,Jamie Davis,Central,Consumer,Office Supplies,Storage,Storage - Model 858,1,4,0,4,3.3,Same Day,Texas
ORD-111959,9/11/2024,Casey Garcia,Central,Consumer,Office Supplies,Writing,Writing - Model 519,1,4,0,4,-34.65,Second Class,North Carolina
ORD-100673,6/4/2021,Taylor Davis,North,Home Office,Furniture,Chairs,Chairs - Model 385,33.73,4,0,134.92,76.47,Same Day,Illinois
ORD-104026,12/20/2020,Casey Williams,South,Consumer,Office Supplies,Binders,Binders - Model 577,5.27,3,0.05,15.02,-8.69,Standard Class,New York
ORD-101602,6/28/2020,Chris Miller,North,Home Office,Office Supplies,Binders,Binders - Model 291,3.13,3,0,9.39,5.79,Standard Class,Pennsylvania
ORD-110689,7/14/2020,Skyler Jones,Central,Home Office,Office Supplies,Writing,Writing - Model 710,1,6,0,6,10.4,First Class,Florida
ORD-108888,9/17/2020,Taylor Williams,West,Home Office,Technology,Phones,Phones - Model 297,98.43,6,0,590.58,206.91,First Class,California
ORD-100812,4/3/2020,Sam Johnson,West,Home Office,Office Supplies,Binders,Binders - Model 161,1,,0,3,-0.22,Second Class,New York
ORD-109623,8/5/2022,Jamie Brown,East,Consumer,Office Supplies,Paper,Paper - Model 373,1,5,0,5,-13.04,Standard Class,Texas
ORD-106428,8/6/2020,Casey Davis,West,Home Office,Office Supplies,Writing,Writing - Model 447,69.98,3,0,209.94,106.55,Same Day,Pennsylvania
ORD-100461,1/3/2022,Casey Garcia,North,Corporate,Technology,Copiers,Copiers - Model 669,141.42,4,0,565.68,199.01,First Class,California
ORD-104900,1/5/2020,Kim Williams,South,Home Office,Office Supplies,Storage,Storage - Model 886,96.98,4,0.1,349.13,124.38,Second Class,Michigan
ORD-105981,1/12/2020,Jamie Jones,North,Consumer,Furniture,Furnishings,Furnishings - Model 318,21.1,5,0,105.5,21,Standard Class,Michigan
ORD-105459,12/5/2025,Taylor Smith,East,Home Office,Office Supplies,Paper,Paper - Model 565,54.02,4,0.05,205.28,72.59,Standard Class,California
ORD-105385,5/15/2021,Alex Garcia,East,Home Office,Technology,Phones,Phones - Model 657,13.29,5,0,66.45,67.72,Standard Class,Illinois
ORD-107664,11/5/2020,Jamie Rodriguez,West,Corporate,Office Supplies,Storage,Storage - Model 506,52.67,5,0,263.35,104.53,Same Day,Texas
ORD-111342,12/4/2020,Sam Garcia,East,Home Office,Technology,Accessories,Accessories - Model 262,144.79,2,0,289.58,138.26,Second Class,Michigan
ORD-108531,1/13/2020,Pat Garcia,Central,Corporate,Office Supplies,Writing,Writing - Model 708,1,4,0,4,10.39,First Class,Texas
ORD-100014,5/20/2020,Chris Smith,East,Home Office,Furniture,Bookcases,Bookcases - Model 931,71.43,5,0,357.15,148.03,Standard Class,Illinois
ORD-109533,7/27/2023,Robin Jones,North,Corporate,Technology,Machines,Machines - Model 313,150.03,4,0,600.12,224.03,Standard Class,Texas
ORD-111562,11/27/2023,Pat Jones,North,Home Office,Office Supplies,Storage,Storage - Model 778,1,3,0,3,-22.13,Same Day,Pennsylvania
ORD-108347,1/24/2020,Chris Jones,East,Home Office,Furniture,Tables,Tables - Model 589,92.74,6,0,556.44,252.76,Second Class,North Carolina
ORD-110675,10/31/2022,Kim Rodriguez,Central,Consumer,Office Supplies,Paper,Paper - Model 624,75.44,1,0,75.44,22.41,Same Day,Michigan
ORD-111720,3/31/2020,Riley Rodriguez,North,Consumer,Office Supplies,Paper,Paper - Model 386,61.09,5,0,305.45,115.7,Standard Class,California
ORD-102021,7/28/2021,Jordan Miller,West,Consumer,Office Supplies,Paper,Paper - Model 871,53.06,3,0,159.18,49.97,Standard Class,Pennsylvania
ORD-110065,1/12/2022,Pat Jones,West,Home Office,Office Supplies,Paper,Paper - Model 400,1,4,0,4,11.75,Standard Class,Michigan
ORD-107055,3/30/2020,Riley Davis,East,Home Office,Technology,Phones,Phones - Model 246,134.54,4,0,538.16,241.46,Standard Class,Illinois
ORD-101010,6/24/2020,Alex Garcia,North,Consumer,Office Supplies,Storage,Storage - Model 255,116.2,3,0,348.6,152.56,Standard Class,North Carolina
ORD-100647,3/6/2022,Skyler Smith,South,Consumer,Furniture,Chairs,Chairs - Model 730,122.13,5,0,610.65,229.52,Standard Class,Texas
ORD-110628,6/12/2020,Riley Johnson,Central,Consumer,Office Supplies,Binders,Binders - Model 193,1,5,0,5,-45.41,Standard Class,New York
ORD-100811,7/2/2023,Robin Garcia,South,Corporate,Office Supplies,Writing,Writing - Model 315,19.71,3,0.2,47.3,17.39,Second Class,New York
ORD-106875,2/3/2021,Skyler Johnson,East,Consumer,Technology,Phones,Phones - Model 906,214.07,5,0,1070.35,428.48,Second Class,Florida
ORD-101984,4/10/2020,Sam Rodriguez,Central,Corporate,Technology,Accessories,Accessories - Model 629,167.03,3,0.1,450.98,122.58,First Class,Pennsylvania
ORD-101643,11/14/2021,Riley Johnson,Central,Consumer,Office Supplies,Storage,Storage - Model 750,23.61,3,0,70.83,20.68,Standard Class,California
ORD-105235,1/6/2020,Alex Johnson,West,Home Office,Office Supplies,Storage,Storage - Model 318,1,6,0.2,4.8,-45.77,Same Day,Georgia
ORD-104700,7/20/2020,Riley Jones,East,Home Office,Technology,Machines,Machines - Model 512,103.77,2,0.15,176.41,28.69,First Class,New York
ORD-105848,9/26/2020,Taylor Johnson,North,Consumer,Office Supplies,Paper,Paper - Model 970,1,10,0.1,9,13.65,Standard Class,Georgia
ORD-105168,6/8/2020,Dana Rodriguez,North,Home Office,Technology,Phones,Phones - Model 631,68.81,6,0,412.86,172.93,First Class,California
ORD-101935,2/18/2023,Dana Williams,South,Home Office,Furniture,Bookcases,Bookcases - Model 365,128.31,3,0.05,365.68,152.81,Standard Class,Pennsylvania
ORD-107634,2/9/2022,Sam Rodriguez,North,Consumer,Office Supplies,Storage,Storage - Model 169,53.46,6,0,320.76,132.58,First Class,New York
ORD-108699,8/19/2021,Casey Johnson,West,Corporate,Office Supplies,Storage,Storage - Model 622,43.04,4,0,172.16,52.94,Same Day,Michigan
ORD-107670,10/25/2022,Jamie Garcia,Central,Consumer,Technology,Copiers,Copiers - Model 759,57.57,5,0,287.85,99.89,Second Class,North Carolina
ORD-107936,5/13/2021,Riley Garcia,East,Corporate,Office Supplies,Storage,Storage - Model 388,25.57,2,0,51.14,14.41,Same Day,Michigan
ORD-103445,1/3/2022,Taylor Brown,East,Home Office,Office Supplies,Binders,Binders - Model 381,53.55,5,0.1,240.98,44.21,First Class,Illinois
ORD-111300,1/31/2021,Robin Wilson,North,Consumer,Furniture,Furnishings,Furnishings - Model 433,198.66,5,0,993.3,404.05,Standard Class,North Carolina
ORD-105814,2/20/2020,Taylor Garcia,North,Home Office,Office Supplies,Paper,Paper - Model 399,73.45,1,0.1,66.1,-8.13,First Class,Pennsylvania
ORD-106862,1/24/2026,Pat Miller,North,Consumer,Furniture,Bookcases,Bookcases - Model 785,198.9,2,0,397.8,133.38,Same Day,North Carolina
ORD-106073,3/8/2021,Dana Johnson,West,Corporate,Technology,Copiers,Copiers - Model 379,136.17,2,0.05,258.72,119.83,Standard Class,Florida
ORD-105957,11/18/2020,Casey Smith,Central,Home Office,Technology,Accessories,Accessories - Model 548,122.34,2,0,244.68,116.83,Second Class,New York
ORD-106346,8/11/2020,Riley Garcia,Central,Home Office,Technology,Machines,Machines - Model 295,174.97,3,0.1,472.42,170.36,Same Day,Texas
ORD-101175,6/27/2021,Pat Williams,North,Consumer,Office Supplies,Writing,Writing - Model 988,1,4,0,4,34.84,First Class,North Carolina
ORD-111050,1/17/2020,Dana Brown,Central,Consumer,Office Supplies,Binders,Binders - Model 463,153.34,1,0,153.34,4.58,Same Day,Florida
ORD-107116,2/16/2023,Dana Rodriguez,South,Home Office,Office Supplies,Storage,Storage - Model 928,97.5,4,0,390,143.32,Standard Class,Ohio
ORD-103679,12/14/2020,Casey Davis,East,Home Office,Office Supplies,Writing,Writing - Model 422,9.29,3,0,27.87,-21.89,Same Day,Texas
ORD-108641,1/22/2021,Jamie Rodriguez,West,Consumer,Office Supplies,Writing,Writing - Model 158,82.6,3,0,247.8,88.03,First Class,Michigan
ORD-100744,7/3/2020,Lee Brown,North,Home Office,Technology,Accessories,Accessories - Model 207,65.27,7,0.05,434.05,198.73,Standard Class,North Carolina
ORD-105576,1/5/2022,Taylor Davis,Central,Consumer,Furniture,Chairs,Chairs - Model 274,284.34,6,0,1706.04,696.08,Second Class,Florida
ORD-100214,5/21/2022,Chris Smith,South,Consumer,Office Supplies,Writing,Writing - Model 602,3.91,2,0.1,7.04,-14,First Class,Georgia
ORD-103013,10/31/2020,Kim Wilson,Central,Consumer,Office Supplies,Writing,Writing - Model 189,98.4,6,0.1,531.36,148.5,First Class,Illinois
ORD-101413,2/11/2020,Pat Wilson,South,Home Office,Furniture,Tables,Tables - Model 452,1,3,0.05,2.85,23.69,First Class,Ohio
ORD-105998,4/9/2021,Pat Williams,Central,Corporate,Office Supplies,Storage,Storage - Model 506,47.58,3,0,142.74,60.28,Standard Class,Ohio
ORD-109820,12/9/2021,Dana Smith,West,Home Office,Furniture,Chairs,Chairs - Model 227,133.2,2,0,266.4,49.05,Same Day,California
ORD-105418,4/17/2021,Skyler Garcia,North,Home Office,Office Supplies,Binders,Binders - Model 500,133.16,9,0.15,1018.67,295.42,First Class,Florida
ORD-109202,10/2/2021,Jordan Garcia,North,Home Office,Technology,Accessories,Accessories - Model 440,158.92,8,0,1271.36,531.65,Same Day,Michigan
ORD-101692,12/22/2020,Dana Johnson,West,Corporate,Technology,Copiers,Copiers - Model 984,142.9,3,0,428.7,185.95,First Class,California
ORD-111250,7/18/2021,Riley Jones,East,Consumer,Technology,Copiers,Copiers - Model 672,60.79,5,0.1,273.56,66.17,Second Class,California
ORD-111859,9/20/2022,Kim Jones,West,Corporate,Furniture,Tables,Tables - Model 900,117.35,4,0,469.4,222.62,Same Day,Ohio
ORD-108240,5/16/2022,Riley Smith,North,Consumer,Office Supplies,Storage,Storage - Model 959,1,3,0,3,2.05,First Class,Ohio
ORD-104672,6/23/2022,Lee Johnson,West,Consumer,Technology,Phones,Phones - Model 510,132.89,3,0,398.67,146.08,First Class,Ohio
ORD-102527,1/18/2026,Robin Rodriguez,East,Consumer,Office Supplies,Writing,Writing - Model 398,43.38,3,0,130.14,83.41,Second Class,Ohio
ORD-105587,3/19/2021,Chris Williams,West,Consumer,Office Supplies,Writing,Writing - Model 156,87.87,2,0,175.74,81.76,Standard Class,North Carolina
ORD-105028,6/25/2022,Sam Jones,North,Home Office,Office Supplies,Writing,Writing - Model 108,?,5,0,288.75,99.42,First Class,California
ORD-111268,3/3/2025,Lee Davis,East,Home Office,Office Supplies,Paper,Paper - Model 438,1,4,0.1,3.6,-12.03,First Class,Michigan
ORD-103946,1/28/2022,Riley Miller,South,Consumer,Furniture,Bookcases,Bookcases - Model 422,139.25,2,0,278.5,107.02,Second Class,North Carolina
ORD-101368,5/18/2020,Riley Davis,West,Home Office,Technology,Copiers,Copiers - Model 424,136.06,6,0,816.36,353.86,Standard Class,North Carolina
ORD-111418,9/19/2022,Jordan Brown,South,Home Office,Office Supplies,Binders,Binders - Model 644,149.59,2,0,299.18,117.99,Standard Class,Michigan
ORD-105598,1/29/2022,Chris Garcia,East,Corporate,Technology,Phones,Phones - Model 998,51.95,3,0,155.85,56.8,Standard Class,Illinois
ORD-102227,9/30/2021,Taylor Johnson,Central,Corporate,Furniture,Tables,Tables - Model 530,54.94,3,0,164.82,55.2,Second Class,California
ORD-106365,9/2/2021,Chris Miller,South,Consumer,Furniture,Bookcases,Bookcases - Model 106,89.31,3,0,267.93,66.28,Standard Class,California
ORD-103433,2/12/2021,Jamie Brown,North,Corporate,Office Supplies,Binders,Binders - Model 311,50.67,3,0,152.01,57.4,First Class,Florida
ORD-109182,3/25/2020,Riley Davis,West,Corporate,Furniture,Tables,Tables - Model 967,9.6,6,0,57.6,-3.89,Same Day,Ohio
ORD-101671,1/12/2024,Morgan Davis,West,Consumer,Furniture,Chairs,Chairs - Model 878,159.6,3,0,478.8,204.46,Standard Class,Illinois
ORD-100031,5/10/2020,Jamie Brown,North,Corporate,Office Supplies,Paper,Paper - Model 614,61.4,6,0,368.4,138.89,Same Day,Florida
ORD-110104,4/29/2022,Kim Garcia,North,Corporate,Furniture,Bookcases,Bookcases - Model 533,?,7,0.05,863.97,272.63,Second Class,Georgia
ORD-100554,1/4/2024,Sam Garcia,North,Home Office,Office Supplies,Writing,Writing - Model 138,8.36,4,0,33.44,48.65,Second Class,North Carolina
ORD-102389,3/27/2022,Casey Johnson,North,Consumer,Office Supplies,Paper,Paper - Model 257,1,3,0,3,9.66,Second Class,Florida
ORD-105362,7/3/2021,Lee Rodriguez,Central,Corporate,Technology,Copiers,Copiers - Model 491,124.31,4,0,497.24,186.4,Standard Class,Illinois
ORD-101491,11/23/2020,Jordan Rodriguez,West,Consumer,Furniture,Tables,Tables - Model 987,205.7,2,0,411.4,176.3,Standard Class,Texas
ORD-107144,3/13/2025,Sam Miller,East,Corporate,Furniture,Chairs,Chairs - Model 602,91.18,2,0,182.36,35.72,First Class,Michigan
ORD-111271,3/6/2020,Dana Rodriguez,East,Consumer,Furniture,Tables,Tables - Model 202,18.91,5,0,94.55,37.26,First Class,North Carolina
ORD-107962,4/6/2020,Kim Williams,Central,Consumer,Office Supplies,Writing,Writing - Model 741,43.77,7,0.05,291.07,70.03,Second Class,Florida
ORD-100050,9/10/2026,Taylor Smith,North,Home Office,Office Supplies,Binders,Binders - Model 815,36.73,1,0.05,34.89,16.45,Same Day,Georgia
ORD-100483,11/22/2021,Sam Smith,South,Home Office,Furniture,Chairs,Chairs - Model 319,38.03,2,0,76.06,21.67,Standard Class,Georgia
ORD-106712,5/13/2022,Alex Smith,West,Home Office,Technology,Machines,Machines - Model 274,177,4,0,708,296.48,Standard Class,Florida
ORD-107658,3/29/2021,Casey Miller,East,Corporate,Technology,Copiers,Copiers - Model 165,152.84,3,0,458.52,173.55,Same Day,North Carolina
ORD-101078,6/21/2020,Robin Williams,East,Home Office,Technology,Machines,Machines - Model 142,42.77,8,0,342.16,152.51,Same Day,Pennsylvania
ORD-110537,3/7/2020,Morgan Jones,North,Corporate,Office Supplies,Writing,Writing - Model 974,1,3,0,3,-42.93,Same Day,Pennsylvania
ORD-105151,6/6/2020,Chris Williams,North,Consumer,Office Supplies,Writing,Writing - Model 506,1,4,0,4,5.37,Same Day,Florida
ORD-108166,2/7/2020,Jamie Davis,North,Home Office,Office Supplies,Paper,Paper - Model 679,95.39,3,0,286.17,81.97,Standard Class,Pennsylvania
ORD-103458,4/16/2022,Sam Wilson,Central,Home Office,Office Supplies,Writing,Writing - Model 765,1,1,0,1,12.17,Same Day,Michigan
ORD-109634,8/23/2020,Sam Garcia,West,Corporate,Office Supplies,Storage,Storage - Model 945,10.2,6,0.05,58.14,35.48,First Class,Pennsylvania
ORD-106459,10/25/2020,Sam Rodriguez,South,Home Office,Office Supplies,Writing,Writing - Model 262,8.48,6,0.05,48.34,32.43,Same Day,Florida
ORD-108280,10/13/2020,Dana Davis,East,Corporate,Furniture,Tables,Tables - Model 216,109.16,4,0,436.64,177.08,Same Day,North Carolina
ORD-108108,8/7/2022,Sam Brown,West,Home Office,Office Supplies,Binders,Binders - Model 517,39.59,5,0.15,168.26,59.36,Same Day,Michigan
ORD-110149,12/13/2020,Riley Davis,South,Home Office,Office Supplies,Binders,Binders - Model 662,96.27,3,0,288.81,114.09,Same Day,Florida
ORD-106560,7/11/2020,Alex Smith,South,Consumer,Technology,Phones,Phones - Model 793,57.03,4,0,228.12,110.21,Same Day,California
ORD-111316,10/7/2021,Skyler Williams,East,Corporate,Office Supplies,Binders,Binders - Model 762,93.92,2,0,187.84,79.89,First Class,Michigan
ORD-103272,6/18/2022,Sam Davis,Central,Consumer,Office Supplies,Writing,Writing - Model 568,92.75,4,0,371,161.4,Same Day,Pennsylvania
ORD-102366,4/1/2020,Casey Rodriguez,West,Home Office,Technology,Machines,Machines - Model 888,212.26,3,0,636.78,242.02,Second Class,North Carolina
ORD-104375,4/7/2021,Sam Smith,South,Home Office,Furniture,Furnishings,Furnishings - Model 222,141.33,2,0.1,-254.39,-84.16,Second Class,Florida
ORD-109843,5/17/2022,Kim Johnson,North,Consumer,Office Supplies,Binders,Binders - Model 511,70.88,5,0,354.4,168.38,Second Class,Ohio
ORD-105363,4/11/2022,Dana Rodriguez,East,Consumer,Furniture,Bookcases,Bookcases - Model 489,42.46,2,0.15,72.18,23.52,Same Day,Georgia
ORD-102954,11/11/2024,Morgan Davis,East,Consumer,Office Supplies,Storage,Storage - Model 270,89.5,4,0,358,153.21,Same Day,Pennsylvania
ORD-108824,1/15/2024,Lee Jones,Central,Corporate,Office Supplies,Paper,Paper - Model 740,16.25,4,0,65,0.69,Standard Class,Pennsylvania
ORD-111532,6/8/2024,Jamie Miller,South,Consumer,Furniture,Furnishings,Furnishings - Model 210,136.61,4,0.15,464.47,152.28,Standard Class,Michigan
ORD-111365,7/2/2022,Jordan Davis,East,Corporate,Office Supplies,Writing,Writing - Model 611,48.48,5,0,242.4,41.33,First Class,Ohio
ORD-101414,6/14/2021,Taylor Brown,Central,Home Office,Technology,Phones,Phones - Model 657,131,4,0,524,210.18,Standard Class,New York
ORD-109050,4/11/2023,Taylor Garcia,West,Home Office,Office Supplies,Storage,Storage - Model 376,52.95,6,0,317.7,120.1,Second Class,New York
ORD-111973,11/13/2021,Casey Jones,North,Corporate,Office Supplies,Storage,Storage - Model 836,1,3,0,3,-0.2,Standard Class,Pennsylvania
ORD-100747,7/2/2021,Morgan Miller,South,Corporate,Technology,Phones,Phones - Model 703,117.74,3,0.05,335.56,131.56,Standard Class,Michigan
ORD-104449,7/7/2022,Chris Miller,North,Home Office,Office Supplies,Paper,Paper - Model 731,58.45,5,0,292.25,126.26,Second Class,California
